Order_Month,customerNumber,country,productLine,productName,Purchase_count,Total_Spent
December,151,USA,"Vintage Cars","1932 Alfa Romeo 8C2300 Spider Sport",1,2429
July,386,Italy,"Classic Cars","1968 Dodge Charger",1,2429
July,314,Belgium,Ships,"The USS Constitution Ship",1,2428
November,144,Sweden,"Classic Cars","1970 Plymouth Hemi Cuda",1,2426
September,186,Finland,Motorcycles,"1957 Vespa GS150",1,2425
February,131,USA,Motorcycles,"1997 BMW R 1100 S",1,2423
September,148,Singapore,"Classic Cars","1962 LanciaA Delta 16V",1,2423
August,157,USA,"Trucks and Buses","1940s Ford truck",1,2422
February,141,Spain,"Classic Cars","1971 Alpine Renault 1600s",1,2422
January,311,Finland,Planes,"Corsair F4U ( Bird Cage)",1,2422
October,321,USA,Motorcycles,"2002 Yamaha YZR M1",1,2421
July,124,USA,"Classic Cars","1992 Porsche Cayenne Turbo Silver",1,2420
June,151,USA,"Trucks and Buses","1957 Chevy Pickup",1,2418
March,124,USA,Ships,"The Schooner Bluenose",1,2418
May,141,Spain,"Trucks and Buses","1996 Peterbilt 379 Stake Bed with Outrigger",1,2417
October,286,USA,"Trucks and Buses","1926 Ford Fire Engine",1,2417
December,124,USA,"Trucks and Buses","1926 Ford Fire Engine",1,2417
May,455,USA,"Trucks and Buses","1996 Peterbilt 379 Stake Bed with Outrigger",1,2417
November,344,Spain,Ships,"The Mayflower",1,2416
March,412,"New Zealand",Ships,"HMS Bounty",1,2415
September,166,Singapore,"Classic Cars","1965 Aston Martin DB5",1,2414
December,151,USA,"Classic Cars","1970 Dodge Coronet",1,2414
August,334,Finland,"Trucks and Buses","1957 Chevy Pickup",1,2414
March,141,Spain,Ships,"The Queen Mary",1,2413
January,334,Finland,Motorcycles,"1982 Ducati 900 Monster",1,2412
September,166,Singapore,"Classic Cars","1970 Chevy Chevelle SS 454",1,2408
April,172,France,"Trucks and Buses","1926 Ford Fire Engine",1,2407
November,456,USA,Motorcycles,"1957 Vespa GS150",1,2407
November,211,"Hong Kong",Planes,"Corsair F4U ( Bird Cage)",1,2406
August,286,USA,Motorcycles,"1960 BSA Gold Star DBD34",1,2406
July,314,Belgium,"Vintage Cars","1904 Buick Runabout",1,2404
August,157,USA,"Classic Cars","1982 Camaro Z28",1,2403
February,124,USA,"Trucks and Buses","1962 Volkswagen Microbus",1,2402
April,114,Australia,Planes,"P-51-D Mustang",1,2401
May,353,France,Motorcycles,"1974 Ducati 350 Mk3 Desmo",1,2398
September,141,Spain,Trains,"Collectable Wooden Train",1,2398
October,319,USA,Motorcycles,"1997 BMW F650 ST",1,2397
November,320,USA,Ships,"The USS Constitution Ship",1,2396
November,146,France,"Trucks and Buses","1996 Peterbilt 379 Stake Bed with Outrigger",1,2395
November,167,"Norway  ",Motorcycles,"1997 BMW R 1100 S",1,2395
December,353,France,"Classic Cars","1992 Porsche Cayenne Turbo Silver",1,2394
November,382,Austria,Planes,"F/A 18 Hornet 1/72",1,2394
February,298,Switzerland,"Classic Cars","1970 Plymouth Hemi Cuda",1,2392
November,319,USA,"Classic Cars","1970 Dodge Coronet",1,2391
April,260,Canada,Planes,"American Airlines: MD-11S",1,2391
November,320,USA,Ships,"The Mayflower",1,2390
February,141,Spain,"Vintage Cars","1937 Lincoln Berline",1,2386
December,282,Australia,Planes,"America West Airlines B757-200",1,2385
May,112,USA,"Classic Cars","1949 Jaguar XK 120",1,2384
March,141,Spain,Planes,"Boeing X-32A JSF",1,2384
July,119,France,Planes,"Corsair F4U ( Bird Cage)",1,2378
March,448,Sweden,"Classic Cars","1968 Dodge Charger",1,2378
May,131,USA,Ships,"The Schooner Bluenose",1,2376
March,328,USA,Ships,"The Schooner Bluenose",1,2376
March,124,USA,Motorcycles,"1982 Ducati 900 Monster",1,2375
July,386,Italy,"Classic Cars","1970 Plymouth Hemi Cuda",1,2374
June,450,USA,"Vintage Cars","1917 Maxwell Touring Car",1,2373
August,205,USA,Planes,"1900s Vintage Tri-Plane",1,2367
November,144,Sweden,Ships,"The Schooner Bluenose",1,2366
March,124,USA,"Classic Cars","1971 Alpine Renault 1600s",1,2366
October,187,UK,"Vintage Cars","1912 Ford Model T Delivery Wagon",1,2360
April,486,USA,Motorcycles,"1960 BSA Gold Star DBD34",1,2358
May,362,USA,Ships,"The Titanic",1,2356
November,385,Philippines,Motorcycles,"1982 Ducati 900 Monster",1,2356
April,260,Canada,Planes,"F/A 18 Hornet 1/72",1,2355
August,249,Italy,"Trucks and Buses","1940 Ford Pickup Truck",1,2352
November,278,Italy,Planes,"F/A 18 Hornet 1/72",1,2350
May,112,USA,"Classic Cars","1952 Citroen-15CV",1,2349
September,249,Italy,Ships,"18th century schooner",1,2348
July,161,USA,"Trucks and Buses","1926 Ford Fire Engine",1,2348
May,406,France,Motorcycles,"1974 Ducati 350 Mk3 Desmo",1,2347
March,353,France,Planes,"ATA: B757-300",1,2347
August,157,USA,"Trucks and Buses","1980â€™s GM Manhattan Express",1,2346
May,471,Australia,Ships,"HMS Bounty",1,2346
August,299,"Norway  ",Planes,"American Airlines: MD-11S",1,2345
October,256,France,"Vintage Cars","18th Century Vintage Horse Carriage",1,2342
November,489,UK,Ships,"1999 Yamaha Speed Boat",1,2340
May,455,USA,"Trucks and Buses","1940s Ford truck",1,2339
August,249,Italy,"Vintage Cars","1934 Ford V8 Coupe",1,2337
October,448,Sweden,Ships,"The Queen Mary",1,2336
May,334,Finland,Trains,"1950's Chicago Surface Lines Streetcar",1,2336
December,496,"New Zealand",Planes,"1928 British Royal Navy Airplane",1,2335
August,299,"Norway  ","Vintage Cars","1937 Horch 930V Limousine",1,2333
January,334,Finland,"Classic Cars","1970 Plymouth Hemi Cuda",1,2333
October,219,USA,"Vintage Cars","1912 Ford Model T Delivery Wagon",1,2332
March,129,USA,"Vintage Cars","1936 Mercedes-Benz 500K Special Roadster",1,2329
September,415,Germany,"Vintage Cars","1941 Chevrolet Special Deluxe Cabriolet",1,2329
April,486,USA,Motorcycles,"1996 Moto Guzzi 1100i",1,2329
June,141,Spain,Ships,"The Mayflower",1,2328
November,240,UK,Planes,"1928 British Royal Navy Airplane",1,2325
November,124,USA,"Classic Cars","1952 Citroen-15CV",1,2325
July,314,Belgium,Ships,"The Queen Mary",1,2324
March,353,France,Planes,"Corsair F4U ( Bird Cage)",1,2322
April,328,USA,"Vintage Cars","1930 Buick Marquette Phaeton",1,2322
September,415,Germany,Planes,"America West Airlines B757-200",1,2322
December,141,Spain,"Classic Cars","1982 Camaro Z28",1,2321
December,324,UK,Planes,"Corsair F4U ( Bird Cage)",1,2320
November,363,USA,"Classic Cars","1966 Shelby Cobra 427 S/C",1,2317
July,157,USA,Trains,"1962 City of Detroit Streetcar",1,2317
February,114,Australia,Motorcycles,"1960 BSA Gold Star DBD34",1,2316
January,347,USA,Ships,"1999 Yamaha Speed Boat",1,2312
September,189,Ireland,Motorcycles,"1997 BMW F650 ST",1,2311
November,242,France,Planes,"1900s Vintage Bi-Plane",1,2306
November,353,France,"Classic Cars","1961 Chevrolet Impala",1,2304
December,141,Spain,Motorcycles,"1982 Ducati 900 Monster",1,2300
November,146,France,"Trucks and Buses","1926 Ford Fire Engine",1,2297
May,362,USA,Ships,"The Schooner Bluenose",1,2294
March,141,Spain,Planes,"Corsair F4U ( Bird Cage)",1,2294
January,398,Japan,Trains,"Collectable Wooden Train",1,2294
March,187,UK,"Vintage Cars","1932 Alfa Romeo 8C2300 Spider Sport",1,2293
September,311,Finland,"Trucks and Buses","1980â€™s GM Manhattan Express",1,2288
October,473,Italy,Planes,"P-51-D Mustang",1,2286
November,240,UK,Planes,"1900s Vintage Bi-Plane",1,2283
August,320,USA,Ships,"HMS Bounty",1,2283
May,450,USA,Planes,"P-51-D Mustang",1,2281
June,362,USA,Motorcycles,"1982 Ducati 900 Monster",1,2281
July,161,USA,"Trucks and Buses","1980â€™s GM Manhattan Express",1,2279
November,278,Italy,"Classic Cars","1957 Ford Thunderbird",1,2279
November,339,USA,"Trucks and Buses","1940 Ford Pickup Truck",1,2278
August,205,USA,Planes,"ATA: B757-300",1,2278
September,311,Finland,"Trucks and Buses","1926 Ford Fire Engine",1,2275
June,323,"New Zealand","Classic Cars","1970 Chevy Chevelle SS 454",1,2274
July,379,USA,Planes,"1900s Vintage Bi-Plane",1,2274
February,141,Spain,"Classic Cars","1970 Chevy Chevelle SS 454",1,2274
March,385,Philippines,Motorcycles,"1957 Vespa GS150",1,2272
July,314,Belgium,Ships,"18th century schooner",1,2271
July,386,Italy,"Classic Cars","1999 Indy 500 Monte Carlo SS",1,2270
July,314,Belgium,"Vintage Cars","1912 Ford Model T Delivery Wagon",1,2270
August,124,USA,Ships,"The Schooner Bluenose",1,2269
April,260,Canada,"Vintage Cars","1928 Ford Phaeton Deluxe",1,2269
November,278,Italy,Planes,"American Airlines: B767-300",1,2269
November,278,Italy,"Classic Cars","1952 Citroen-15CV",1,2269
March,452,Austria,"Vintage Cars","1934 Ford V8 Coupe",1,2265
November,381,Belgium,Ships,"1999 Yamaha Speed Boat",1,2264
October,227,Denmark,"Classic Cars","1970 Dodge Coronet",1,2263
December,198,USA,Planes,"Boeing X-32A JSF",1,2263
January,205,USA,"Vintage Cars","1911 Ford Town Car",1,2261
September,249,Italy,Ships,"The Mayflower",1,2261
October,161,USA,Motorcycles,"1936 Harley Davidson El Knucklehead",1,2257
September,379,USA,"Classic Cars","1961 Chevrolet Impala",1,2256
March,141,Spain,Ships,"Pont Yacht",1,2254
March,385,Philippines,Motorcycles,"1982 Ducati 900 Monster",1,2254
June,141,Spain,Planes,"American Airlines: MD-11S",1,2254
April,357,"New Zealand","Vintage Cars","1936 Mercedes-Benz 500K Special Roadster",1,2253
December,496,"New Zealand",Ships,"The Mayflower",1,2252
April,450,USA,"Vintage Cars","1937 Horch 930V Limousine",1,2249
June,201,UK,"Classic Cars","1968 Dodge Charger",1,2248
December,495,USA,"Trucks and Buses","1926 Ford Fire Engine",1,2248
November,171,France,Motorcycles,"1974 Ducati 350 Mk3 Desmo",1,2245
April,450,USA,Ships,"1999 Yamaha Speed Boat",1,2245
September,189,Ireland,Motorcycles,"1960 BSA Gold Star DBD34",1,2243
January,276,Australia,"Trucks and Buses","1964 Mercedes Tour Bus",1,2241
November,471,Australia,"Vintage Cars","18th Century Vintage Horse Carriage",1,2240
January,311,Finland,Planes,"1900s Vintage Bi-Plane",1,2239
August,299,"Norway  ",Planes,"1928 British Royal Navy Airplane",1,2239
March,353,France,Planes,"American Airlines: MD-11S",1,2239
July,124,USA,Motorcycles,"1957 Vespa GS150",1,2238
November,172,France,"Classic Cars","1970 Dodge Coronet",1,2237
July,124,USA,"Classic Cars","1970 Dodge Coronet",1,2237
November,462,USA,"Classic Cars","1949 Jaguar XK 120",1,2235
January,406,France,"Classic Cars","1970 Plymouth Hemi Cuda",1,2234
November,363,USA,"Trucks and Buses","1940 Ford Pickup Truck",1,2233
December,141,Spain,"Classic Cars","1968 Dodge Charger",1,2231
June,175,USA,Planes,"P-51-D Mustang",1,2230
February,171,France,Motorcycles,"1982 Ducati 900 Monster",1,2230
November,398,Japan,Planes,"1928 British Royal Navy Airplane",1,2229
February,124,USA,"Trucks and Buses","1980â€™s GM Manhattan Express",1,2229
June,233,Canada,Ships,"The Titanic",1,2229
September,276,Australia,"Classic Cars","1969 Chevrolet Camaro Z28",1,2229
March,129,USA,"Vintage Cars","1936 Chrysler Airflow",1,2228
November,363,USA,"Vintage Cars","1934 Ford V8 Coupe",1,2228
March,353,France,Planes,"F/A 18 Hornet 1/72",1,2227
January,177,Japan,"Vintage Cars","1928 Ford Phaeton Deluxe",1,2227
July,119,France,Motorcycles,"1997 BMW R 1100 S",1,2225
May,131,USA,Ships,"The USS Constitution Ship",1,2220
November,171,France,Motorcycles,"1969 Harley Davidson Ultimate Chopper",1,2220
November,216,Spain,Planes,"American Airlines: B767-300",1,2220
November,363,USA,"Classic Cars","1969 Chevrolet Camaro Z28",1,2219
March,141,Spain,Planes,"1900s Vintage Bi-Plane",1,2218
March,242,France,Ships,"The Mayflower",1,2217
January,121,Norway,"Vintage Cars","1936 Chrysler Airflow",1,2216
August,320,USA,Planes,"American Airlines: MD-11S",1,2215
April,260,Canada,Planes,"American Airlines: B767-300",1,2215
February,145,Denmark,Ships,"The Schooner Bluenose",1,2214
November,424,USA,"Vintage Cars","1904 Buick Runabout",1,2214
October,339,USA,Ships,"1999 Yamaha Speed Boat",1,2213
October,319,USA,Planes,"P-51-D Mustang",1,2213
March,141,Spain,"Vintage Cars","1941 Chevrolet Special Deluxe Cabriolet",1,2213
October,462,USA,Ships,"The Mayflower",1,2210
November,471,Australia,"Vintage Cars","1932 Alfa Romeo 8C2300 Spider Sport",1,2209
May,314,Belgium,"Vintage Cars","1936 Chrysler Airflow",1,2209
March,240,UK,Ships,"The Mayflower",1,2207
December,141,Spain,"Classic Cars","1969 Dodge Super Bee",1,2202
March,124,USA,Trains,"Collectable Wooden Train",1,2202
December,141,Spain,"Vintage Cars","1936 Mercedes-Benz 500K Special Roadster",1,2199
October,473,Italy,Planes,"1900s Vintage Tri-Plane",1,2199
October,128,Germany,"Classic Cars","1969 Dodge Charger",1,2198
May,382,Austria,"Classic Cars","1970 Plymouth Hemi Cuda",1,2198
October,452,Austria,"Trucks and Buses","1980â€™s GM Manhattan Express",1,2196
October,141,Spain,"Classic Cars","1966 Shelby Cobra 427 S/C",1,2196
May,455,USA,"Vintage Cars","1939 Cadillac Limousine",1,2196
May,382,Austria,"Classic Cars","1968 Ford Mustang",1,2195
May,458,Spain,"Trucks and Buses","1926 Ford Fire Engine",1,2195
November,167,"Norway  ","Classic Cars","1969 Dodge Super Bee",1,2195
February,166,Singapore,"Trucks and Buses","1996 Peterbilt 379 Stake Bed with Outrigger",1,2193
November,114,Australia,"Vintage Cars","1917 Maxwell Touring Car",1,2193
November,131,USA,Motorcycles,"1996 Moto Guzzi 1100i",1,2188
August,141,Spain,"Classic Cars","1970 Chevy Chevelle SS 454",1,2187
April,181,USA,Motorcycles,"1997 BMW R 1100 S",1,2186
February,145,Denmark,Ships,"The Queen Mary",1,2185
October,286,USA,"Classic Cars","1970 Dodge Coronet",1,2185
November,146,France,"Trucks and Buses","1940 Ford Pickup Truck",1,2181
November,112,USA,"Classic Cars","1949 Jaguar XK 120",1,2181
November,462,USA,"Classic Cars","2002 Chevy Corvette",1,2181
December,282,Australia,Planes,"American Airlines: MD-11S",1,2177
March,141,Spain,Planes,"F/A 18 Hornet 1/72",1,2176
September,276,Australia,"Classic Cars","1966 Shelby Cobra 427 S/C",1,2176
February,141,Spain,Trains,"Collectable Wooden Train",1,2176
June,233,Canada,Ships,"The Schooner Bluenose",1,2176
February,171,France,Motorcycles,"1957 Vespa GS150",1,2174
January,121,Norway,"Vintage Cars","18th Century Vintage Horse Carriage",1,2173
March,187,UK,"Classic Cars","1969 Chevrolet Camaro Z28",1,2173
March,353,France,Planes,"America West Airlines B757-200",1,2172
November,333,Australia,"Vintage Cars","1939 Cadillac Limousine",1,2169
January,121,Norway,"Vintage Cars","1934 Ford V8 Coupe",1,2164
May,103,France,"Classic Cars","1966 Shelby Cobra 427 S/C",1,2164
February,141,Spain,"Vintage Cars","1904 Buick Runabout",1,2163
October,321,USA,Motorcycles,"1936 Harley Davidson El Knucklehead",1,2162
February,278,Italy,"Vintage Cars","1928 Ford Phaeton Deluxe",1,2157
August,205,USA,Planes,"P-51-D Mustang",1,2154
January,124,USA,"Trucks and Buses","1980â€™s GM Manhattan Express",1,2154
September,448,Sweden,"Trucks and Buses","1980â€™s GM Manhattan Express",1,2154
June,151,USA,"Classic Cars","1992 Porsche Cayenne Turbo Silver",1,2153
April,382,Austria,Ships,"HMS Bounty",1,2153
January,146,France,Ships,"The Schooner Bluenose",1,2153
May,458,Spain,"Vintage Cars","1936 Mercedes-Benz 500K Special Roadster",1,2151
August,320,USA,Ships,"The USS Constitution Ship",1,2151
April,172,France,"Trucks and Buses","1962 Volkswagen Microbus",1,2147
September,448,Sweden,"Vintage Cars","18th Century Vintage Horse Carriage",1,2144
November,398,Japan,Planes,"P-51-D Mustang",1,2144
August,157,USA,"Trucks and Buses","1996 Peterbilt 379 Stake Bed with Outrigger",1,2141
October,141,Spain,"Classic Cars","1969 Chevrolet Camaro Z28",1,2140
October,448,Sweden,"Vintage Cars","1940 Ford Delivery Sedan",1,2140
June,447,USA,Planes,"1900s Vintage Bi-Plane",1,2134
October,219,USA,Ships,"The USS Constitution Ship",1,2134
December,141,Spain,Ships,"The Mayflower",1,2134
November,456,USA,Motorcycles,"1974 Ducati 350 Mk3 Desmo",1,2133
November,471,Australia,"Vintage Cars","1936 Mercedes-Benz 500K Special Roadster",1,2133
November,171,France,Motorcycles,"1982 Ducati 900 Monster",1,2133
March,146,France,"Vintage Cars","1937 Lincoln Berline",1,2132
November,211,"Hong Kong",Planes,"1900s Vintage Tri-Plane",1,2128
February,321,USA,"Trucks and Buses","1926 Ford Fire Engine",1,2127
December,282,Australia,"Vintage Cars","1937 Horch 930V Limousine",1,2124
January,347,USA,Planes,"Boeing X-32A JSF",1,2122
August,299,"Norway  ",Planes,"P-51-D Mustang",1,2121
August,112,USA,"Classic Cars","1948 Porsche 356-A Roadster",1,2121
September,186,Finland,"Classic Cars","1961 Chevrolet Impala",1,2121
November,344,Spain,Ships,"Pont Yacht",1,2118
November,172,France,Trains,"Collectable Wooden Train",1,2118
November,131,USA,Motorcycles,"1936 Harley Davidson El Knucklehead",1,2117
May,141,Spain,Motorcycles,"1936 Harley Davidson El Knucklehead",1,2115
April,181,USA,Motorcycles,"1969 Harley Davidson Ultimate Chopper",1,2113
November,124,USA,"Vintage Cars","1932 Model A Ford J-Coupe",1,2110
December,124,USA,"Vintage Cars","1917 Maxwell Touring Car",1,2108
November,259,Germany,"Classic Cars","1970 Plymouth Hemi Cuda",1,2107
December,141,Spain,"Vintage Cars","1904 Buick Runabout",1,2107
December,151,USA,"Classic Cars","1966 Shelby Cobra 427 S/C",1,2106
December,141,Spain,"Classic Cars","1961 Chevrolet Impala",1,2105
August,299,"Norway  ",Planes,"American Airlines: B767-300",1,2105
January,141,Spain,"Classic Cars","1969 Chevrolet Camaro Z28",1,2104
April,311,Finland,"Classic Cars","1969 Dodge Charger",1,2104
November,146,France,"Classic Cars","1982 Camaro Z28",1,2104
February,298,Switzerland,"Classic Cars","1969 Dodge Charger",1,2104
December,496,"New Zealand",Ships,"The USS Constitution Ship",1,2103
February,114,Australia,Planes,"American Airlines: B767-300",1,2101
February,278,Italy,Planes,"Boeing X-32A JSF",1,2098
October,161,USA,Motorcycles,"1960 BSA Gold Star DBD34",1,2098
May,350,France,"Classic Cars","1969 Dodge Charger",1,2096
December,324,UK,"Vintage Cars","1941 Chevrolet Special Deluxe Cabriolet",1,2096
February,239,USA,Ships,"HMS Bounty",1,2095
June,151,USA,"Trucks and Buses","1954 Greyhound Scenicruiser",1,2094
May,350,France,"Classic Cars","1970 Plymouth Hemi Cuda",1,2094
July,496,"New Zealand","Classic Cars","2002 Chevy Corvette",1,2091
September,198,USA,"Vintage Cars","1917 Maxwell Touring Car",1,2089
April,114,Australia,Motorcycles,"1997 BMW F650 ST",1,2088
November,157,USA,Motorcycles,"1936 Harley Davidson El Knucklehead",1,2086
November,276,Australia,"Classic Cars","1969 Dodge Super Bee",1,2084
December,211,"Hong Kong",Planes,"P-51-D Mustang",1,2082
April,114,Australia,Planes,"1900s Vintage Tri-Plane",1,2080
September,448,Sweden,"Vintage Cars","1934 Ford V8 Coupe",1,2080
March,385,Philippines,"Classic Cars","1961 Chevrolet Impala",1,2080
November,124,USA,"Vintage Cars","1937 Lincoln Berline",1,2080
March,124,USA,"Vintage Cars","1912 Ford Model T Delivery Wagon",1,2079
March,353,France,"Vintage Cars","1937 Horch 930V Limousine",1,2079
August,320,USA,Planes,"America West Airlines B757-200",1,2074
October,121,Norway,Motorcycles,"2002 Yamaha YZR M1",1,2073
November,124,USA,"Vintage Cars","1911 Ford Town Car",1,2071
December,496,"New Zealand",Ships,"The Schooner Bluenose",1,2069
July,119,France,Motorcycles,"1997 BMW F650 ST",1,2068
May,314,Belgium,"Vintage Cars","18th Century Vintage Horse Carriage",1,2067
May,350,France,Motorcycles,"1957 Vespa GS150",1,2067
December,282,Australia,Ships,"HMS Bounty",1,2064
February,314,Belgium,Trains,"Collectable Wooden Train",1,2064
April,260,Canada,Planes,"1928 British Royal Navy Airplane",1,2064
November,424,USA,Ships,"Pont Yacht",1,2064
October,448,Sweden,"Vintage Cars","1937 Horch 930V Limousine",1,2062
